* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:36:47 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 4.5798 ms (1.571 m, 5 ft 1.8 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L uTV_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4528.585449 106.503 -112.2275
4561.401367 106.238 -165.9160
4594.455078 106.011 140.4980
4627.748535 105.856 86.9424
4661.283203 105.786 33.1221
4695.060547 105.788 -21.3721
4729.083008 105.833 -76.8203
4763.352051 105.896 -133.2979
4797.869141 105.949 169.2080
4832.636719 105.952 110.8145
4867.655762 105.862 51.9004
4902.928711 105.675 -6.9082
4938.457520 105.433 -65.0371
4974.243652 105.201 -122.2520
5010.289062 105.046 -178.8350
5046.595703 105.013 124.5068
5083.165527 105.107 66.9092
5120.000000 105.283 7.7354
5157.101562 105.462 -53.1172
5194.472168 105.566 -115.2148
5232.113281 105.558 -177.7852
5270.027344 105.466 119.8750
5308.216309 105.366 58.0791
5346.681641 105.340 -3.4424
5385.426270 105.427 -65.4434
5424.451172 105.592 -128.6162
5463.758789 105.758 166.9580
5503.351562 105.858 101.8467
5543.230957 105.887 36.8643
5583.399414 105.920 -27.4365
5623.859375 106.059 -91.2549
5664.611816 106.352 -155.5869
5705.660156 106.759 138.3545
5747.005859 107.176 69.9922
5788.650879 107.501 -0.4004
5830.597656 107.674 -72.0264
5872.848633 107.707 -143.9648
5915.405762 107.681 144.3965
5958.271484 107.695 73.0449
6001.447266 107.801 1.3281
6044.936523 107.961 -71.5898
6088.740234 108.084 -146.0469
6132.861816 108.084 138.3027
6177.303223 107.935 62.1924
6222.066406 107.677 -13.6738
6267.154297 107.391 -88.9922
6312.568359 107.139 -164.0283
6358.312012 106.924 120.6338
6404.386719 106.694 44.7021
6450.795898 106.406 -31.5078
6497.541016 106.060 -107.2354
6544.625000 105.706 178.4434
6592.049805 105.440 105.9219
6639.818359 105.350 34.1279
6687.933594 105.446 -39.1826
6736.396973 105.643 -115.3330
6785.211426 105.844 166.2070
